Cairo,Manyal,Hospital,Al-Zohairy Specialized Hospital,All Specialties,33 Al-Akhshid St. - Manyal,0225329148 / 27418515,0225329149 / 27418512
Cairo,Manyal,Specialized Hospital,Tabarak Hospital,Pediatrics,57 Hassan El-Anwar St. - Old Cairo,1061198773,1016393607
Cairo,Manyal,Medical Center,Egyptian Center for Vascular Surgery (Hossam El-Din Yousry),All Specialties,72 Manyal St. Pasha Square,19600,
Cairo,Manyal,Pharmacy,El Ezaby Pharmacy,Medications,123 Abdel Aziz Al-Saud St.,19600,
Cairo,Manyal,Pharmacy,El Ezaby Pharmacy,Medications,69 Manyal El-Roda - Pasha Square,0223648816,
Cairo,Manyal,Radiology,Al-Shorouk Radiology,Radiology,72 Manyal St. - 4th Floor - Next to Pasha Square,19911,lmanial@alborglab.com
Cairo,Manyal,Laboratory,Al Mokhtabar Labs,Analysis,9 Saray El-Manyal St. in front of Faculty of Dentistry - Manyal,19014,
Cairo,Manyal,Laboratory,Al Mokhtabar Labs,Analysis,47 Manyal St. D1 - Apt 3 Next to Pizza King,01551400006,
Cairo,Manyal,Laboratory,Dakk Medical Lab,Analysis,72 Manyal St. - Next to Etisalat - 3rd Floor - Pasha Square,01551400006,
Cairo,Manyal,Laboratory,Al-Shams Lab,Analysis,9 Saad Zulfiqar St. - Pasha Square,0223649057,
Cairo,Manyal,Laboratory,Speed Lab Medical Laboratories,Analysis,56 Manyal St. - Next to Banque Misr,19358,
Cairo,Manyal,Laboratory,Ezz Lab,Analysis,70 Manyal St. - Pasha Square - Ground Floor,01200555562,
Cairo,Manyal,Doctor,Clean Dental Clinic,Dentist,115 Manyal St.,01001231653,01069644443
Cairo,Manyal,Doctor,Dr. Omar Magdy Fahmy,Dentist,9 Saad Zulfiqar St. - Manyal - Pasha Square,1003865204,
Cairo,Manyal,Doctor,Dr. Ahmed Bakir,Pain Management,52 Manyal St. Main,01027080989,01115661922
Cairo,Manyal,Doctor,Dr. Ahmed Fouad El-Khatib,Oncology Surgery,131 A Qasr El-Aini St. - In front of National Nutrition Institute,01099472081,01005679821
Cairo,Manyal,Doctor,Dr. Mamdouh Abdel Salam Mabrouk,General Surgery and Endoscopy,72 Manyal St. - Pasha Square - 1st Floor - Next to Al-Rowad Lab,01020606868,01020505858
Cairo,Manyal,Doctor,Dr. Mohamed Ahmed Mohamed Khalil,Urology Surgery,64 Manyal St. - 1st Floor Apt 9,0225315539,01001784693
Cairo,Manyal,Doctor,Dr. Mohamed Omara El-Hawary,Neurosurgery,72 Manyal St. - Pasha Square,1000551158,
Cairo,Manyal,Doctor,Dr. Tamer Abdel Fouda,Cardiology and Vascular,5 Saray El-Manyal Extension of University Bridge in front of Salah El-Din Mosque,0226283685,
Cairo,Sayeda Zeinab,Specialized Hospital,Tabarak Hospital,Pediatrics,216 Port Said St.,0223926067,0223959727
Cairo,Sayeda Zeinab,Pharmacy,El Ezaby Pharmacy,Medications,2 Khet St. - In front of Al-Saniya Secondary School,19600,
Cairo,Sayeda Zeinab,Radiology,Al-Tahera Radiology Center,Radiology,251 Port Said St.,0223952266,0223952244
Cairo,Sayeda Zeinab,Laboratory,Al Mokhtabar Labs,Analysis,306 Port Said St. - In front of Ahmed Maher Hospital,19014,
Cairo,Sayeda Zeinab,Laboratory,Al-Borg Labs,Analysis,91 Magles El-Ommah Corner of Port Said St.,19911,zainab@alborglab.com
Cairo,Sayeda Zeinab,Laboratory,Royal Lab,Analysis,Property No. (302 & 304) Port Said St. Upper Floor in front of Ahmed Maher Hospital - El-Darb El-Ahmar Department,16064,
Cairo,Sayeda Zeinab,Laboratory,Al-Hekma Lab,Analysis,458 Port Said St. next to Al-Tahera,16059,
Cairo,Sayeda Zeinab,Laboratory,Al-Tahera Medical Laboratories Center,Analysis,251 Port Said St.,19173,0223952266/223952244
Cairo,Sayeda Zeinab,Laboratory,Al-Ansari Lab,Analysis,6 El-Mas St. - In front of Ahmed Maher Teaching Hospital Reception - 1st Floor,19324,
Cairo,Sayeda Zeinab,Laboratory,Al-Shams Lab,Analysis,269 Port Said St. - Next to Pearl,0223611075,
Cairo,Sayeda Zeinab,Laboratory,Egybet Lab,Analysis,28 El-Koum St. - Cinema El-Sharq Building Sayeda Zeinab Square - 1st Floor Apt 5,01158557700,23647903
Cairo,Sayeda Zeinab,Laboratory,Architectural Lab for Medical Analysis,Analysis,25 El-Qalaa St.,0225321004,01060805010
Cairo,Sayeda Zeinab,Laboratory,Ezz Lab,Analysis,Port Said St. In front of Ahmed Maher Teaching Hospital Reception 345,01200555562,
Cairo,Sayeda Zeinab,Laboratory,Cairo Lab,Analysis,184 Port Said St. - Sayeda Zeinab Department - Cairo Governorate,19962,
Cairo,Sayeda Zeinab,Doctor,Smart Dental Center (Dr. Hazem El-Beltagy),Dentist,34 El-Koum St. In front of Al-Saniya Secondary School for Girls,01208585853,
Cairo,Sayeda Zeinab,Doctor,Dr. Hassan Mohamed Abdullah El-Sawy,Cardiology and Vascular,32 Qadri St.,0223907094,01223124214
Cairo,Sayeda Zeinab,Doctor,Fikry Abdel Azim Emara,Obstetrics and Gynecology,30 El-Mounira St. - Sayeda Zeinab,1223652886,01120999963
Cairo,Bab El-Louk,Pharmacy,Misr Pharmacies,Medications,176 Tahrir St. Bab El-Louk,19110,
Cairo,Bab El-Louk,Radiology,Nile Radiology and Analysis (Radiology & Analysis),Radiology,8 Hoda Shaarawy St. - Intersection of Mazloum St. - Bab El-Louk,19656,
Cairo,Bab El-Louk,Radiology,Mega Scan,Radiology,180 Falaky Square - Bab El-Louk - Tahrir,27944430,01288003050
Cairo,Bab El-Louk,Laboratory,Al-Borg Labs,Analysis,49 Noubar St.,19911,noubar@alborglab.com
Cairo,Bab El-Louk,Laboratory,Al Mokhtabar Labs,Analysis,9 Al-Batal Ahmed Abdel Aziz St. off El-Saha St.,19014,
Cairo,Bab El-Louk,Laboratory,Mega Lab,Analysis,180 Falaky Square - Bab El-Louk - Tahrir,27944430,01288003050
Cairo,Bab El-Louk,Laboratory,Beta Lab (Dawy Abu Atta),Analysis,11 Gawad Hosni St.,0223939108,
Cairo,Bab El-Louk,Laboratory,Al-Ansari Lab,Analysis,41 Noubar St. - Corner of Sheikh Rihan St. - Above Banque du Caire - 7th Floor,19324,
Cairo,Bab El-Louk,Laboratory,Cairo Lab,Analysis,54 Abdel Khalek Tharwat St.,19962,0223913522
Cairo,Bab El-Louk,Laboratory,Cairo Lab,Analysis,9 Sherif Pasha St. - Bab El-Louk - Abdeen - Cairo Governorate,19962,0223927691
Cairo,Bab El-Louk,Optical Center,El-Dery Optics Center,Optics,39 Mohamed Naguib Bab El-Louk,01228354988,01124442544
Cairo,Qasr El-Aini,Laboratory,Al-Borg Labs,Analysis,35 Qasr El-Aini St. Next to National Bank - In front of Diabetes Institute,19911,Alkasr.ALainy@alborglab.com
Cairo,Qasr El-Aini,Laboratory,Al Mokhtabar Labs,Analysis,45 Qasr El-Aini St.,19014,
Cairo,Qasr El-Aini,Laboratory,Life Lab,Analysis,88 Qasr El-Aini St.,0227941194,
Cairo,Qasr El-Aini,Laboratory,Ezz Lab,Analysis,35 Qasr El-Aini St. - In front of Al-Nahar Press Institution,01200555562,
Cairo,Qasr El-Aini,Doctor,Dr. Mohannad Ali Fayed,General Surgery,33 Qasr El-Aini St. - In front of Diabetes Institute,1288224126,
Cairo,Old Cairo,Pharmacy,El Ezaby Pharmacy,Medications,36 Commercial Market - El-Hussein,19600,
Cairo,Old Cairo,Laboratory,Al-Borg Labs,Analysis,897 Nile Corniche St. - 1st Floor - Al-Gamal Tower,19911,elkadima@alborglab.com
Cairo,Old Cairo,Laboratory,Al Mokhtabar Labs,Analysis,102 Fustat City - Neighbor 2 - In front of Kheir Zaman - Old Cairo,19014,
Cairo,Old Cairo,Doctor,Dr. Mohamed Salah El-Din Hussein,Orthopedic Surgery,13 El-Qalaa St.,1118529268,
Cairo,Old Cairo,Doctor,Adel Gouda Hassan,General Surgery and Endoscopy,2 Abdullah El-Sawy St. - El-Malek El-Saleh,01144506625,01114927048
Cairo,Sayeda Nafisa,Specialized Hospital,Magrabi Eye Hospital,Eye Surgery,Sayeda Nafisa Square In front of the Mosque,0223631111,
Cairo,Mokattam,Hospital,Al-Mokattam Specialized Hospital,All Specialties,9 El-Hadaba El-Wosta - Mokattam,0225079852,0225079851
Cairo,Mokattam,Specialized Hospital,Tabarak Hospital,Pediatrics,9th St. Fountain Square Mokattam Distinctive Building,28450246 / 28450120,0225073700
Cairo,Mokattam,Specialized Clinics,Dawy Specialized Clinics,All Specialties except (Dental - Ophthalmology),16 off 9th St. Near Fountain Square In front of Zanou,16850,
Cairo,Mokattam,Specialized Clinics,El-Hadaba Specialized Clinics,All Specialties,8544 Karim Banouna St. - El-Hadaba El-Olya - Mokattam,1157130301,
Cairo,Mokattam,Specialized Center,Nile Eye and Lasik Center,Eye Surgery,9th St. - 9th St. Clinics Complex - In front of Mokattam Club,01288201011,0228462748
Cairo,Mokattam,Specialized Center,Al-Ofok Center,Urology Surgery,9th St. Clinics Complex El-Hadaba El-Olya - Mokattam,01211887062,01111196191
Cairo,Mokattam,Pharmacy,El Ezaby Pharmacy,Medications,Plot No. 74 Fountain Square - No. 5 Mokattam - El-Hadaba El-Olya,19600,
Cairo,Mokattam,Pharmacy,El Ezaby Pharmacy,Medications,Mokattam 9th St. - Plot 9123 - Shop No. 1 Building 108 - El-Hadaba El-Olya,19600,
Cairo,Mokattam,Pharmacy,El Ezaby Pharmacy,Medications,98 9th St. - Next to El-Tawhid Wal Nour,19600,
Cairo,Mokattam,Pharmacy,Care Pharmacy (Dr. Mina Magdy),Medications,9th St. - In front of Mokattam Specialized Hospital - Mokattam - Cairo 8906,19757,
Cairo,Mokattam,Pharmacy,Misr Pharmacies,Medications,9th St. Block 400 Beside Credit Agricole Bank,19110,
Cairo,Mokattam,Pharmacy,Dr. Essam Ali Abdel Razek Pharmacy,Medications,El-Hadaba El-Olya Plot 7122 St. 81 Behind Awlad Ragab El-Qadim,01009720725,01022772235 0225042024
Cairo,Mokattam,Pharmacy,Dawy Pharmacies,Medications,Plot 1118 1st District - In front of Monte Plaza - El-Hadaba El-Wosta - Mokattam,10500202203,10500202201
Cairo,Mokattam,Radiology,Al-Tahera Radiology Center,Radiology,9th St. Clinics Complex In front of Al-Quds Mosque,1222504012,
Cairo,Mokattam,Laboratory,Al-Borg Labs,Analysis,23 9th St.,19911,Elmokattam@alborglab.com
Cairo,Mokattam,Laboratory,Al Mokhtabar Labs,Analysis,No. 377 Zone D El-Hadaba El-Olya,19014,
Cairo,Mokattam,Laboratory,Al Mokhtabar Labs,Analysis,Mokattam Clinics - 9th St. 1st Floor 15B,19014,
Cairo,Mokattam,Laboratory,Al Mokhtabar Labs,Analysis,Asmarat Plot 8840 Al-Rawda Building 1st Floor In front of Mokattam Specialized Hospital,19014,
Cairo,Mokattam,Laboratory,Nile Radiology and Analysis (Analysis),Analysis,476 9th St. 1st Floor Next to Al-Nasr Automotive,19656,
Cairo,Mokattam,Laboratory,Royal Lab,Analysis,14 9th St. from Fountain Square - Ground Floor,16064,
Cairo,Mokattam,Laboratory,Royal Lab,Analysis,Alexandria Buildings - Apt 8 Block 9 - Entrance 2 - 1st Floor - In front of Oriental Weavers,16064,
Cairo,Mokattam,Laboratory,Al-Tahera Medical Labs Center,Analysis,9th St. Clinics Complex In front of Al-Quds Mosque,1200111937,
Cairo,Mokattam,Doctor,Dr. Ahmed Saad Abdel Hafez (Bright Dental),Dentist,6.94 Modern University St. 8th District - El-Hadaba El-Wosta - Mokattam In front of Faculty of Medicine,01148400208,
Cairo,Mokattam,Doctor,Doctor Smile Dr. Malak Naeem,Dentist,Mokattam 9th St. Plot 8909 Zone S Above El-Mahriya Car Showroom,01224245345,01125287510
Cairo,Mokattam,Doctor,Dr. Mohamed Tawfik (Dentist),Dentist,73 9th St. Mokattam,100233511,
Cairo,Mokattam,Doctor,Dr. Ayman Abdel Mohaimen,Oncology Surgery,9th St. Plot 9090 Above El-Shahawy Pharmacy,02-28440651,
Cairo,Mokattam,Doctor,Dr. Fakhr El-Islam Mohamed,Orthopedic Surgery,Plot No. 7569 - 2nd Floor - 6th District - Modern University St. - El-Hadaba El-Wosta - Mokattam,01018947484,
Cairo,Mokattam,Center,Abu Bakr El-Siddiq St. - Mokattam Inside Maadi Club Academy and Next to Al-Ahly Club Academy,Physiotherapy and Rehabilitation (Dr. Mahmoud Khaled),1147070066,,B
Cairo,Mokattam,Center,Dar Al-Shifa Medical Center (Dr. Ibrahim Mostafa),Physiotherapy,El-Hadaba El-Wosta Mokattam Modern University St. Next to El-Sherif Pharmacy,1115887217,
Cairo,Mokattam,Center,Dr. Alaa Mohamed Shalaby Center,Physiotherapy,Mokattam Junction New Nasr Housing Block 150 Building 3,1021970009,1065871674
Cairo,Mokattam,Center,Dr. Ahmed Mamdouh Center,Physiotherapy,10th St. Plot 8914 Above Hassan Restaurant,1113444756,01022896838
Cairo,Mokattam,Center,Golf Physiotherapy Center,Physiotherapy,9th St. Clinics Complex In front of Al-Quds Mosque,01222290123,0228462600
Cairo,Mokattam,Center,Youssef Physiotherapy (Bishoy George Youssef),Physiotherapy,9th St. Clinics Complex In front of Al-Quds Mosque,0223148105,0223148102
Cairo,Katameya,Hospital,Al-Motaheda for Integrated Care,All Specialties,Ring Road Next to Sama Administrative Tower,0227254603,0227254604
Cairo,Katameya,Hospital,Al-Rahma Hospital - Katameya,All Specialties,Katameya City Abad El-Rahman (1) Behind Katameya Shooting Club,01003347811,
Cairo,Katameya,Pharmacy,El Ezaby Pharmacy,Medications,Shell Out Palm Complex - End of El-Shaheed Rd - Mohamed Zaki Square - Katameya,19600,
Cairo,Katameya,Laboratory,Sina Lab,Analysis,15 El-Nasr St. - Station St.,1501102307,01014844511
Cairo,Katameya,Doctor,Mansour Ibrahim Abdel Fattah (Al-Yasmine Center),Dentist,One Katameya Compound Al-Morshedy Building 201 1st Floor,1147070088,
Cairo,Katameya,Center,Katameya Ring Road Towards Mounib Next to Shooting Club,Physiotherapy and Rehabilitation (Dr. Mahmoud Khaled),01020089638,01270333700,B
Cairo,Katameya,Center,Al-Shifa Medical Center / Alaa El-Din Shaker,Physiotherapy,Katameya Gardens Club on Maadi Ring Road Next to Pro Plus Gym,0225240343,19668
Cairo,Maadi,Hospital,Nile Badrawi Hospital,All Specialties,Nile Corniche,0225036100,
Cairo,Maadi,Hospital,Andalusia Hospitals - Maadi,All Specialties,6 Al-Laselky St.,0227040145,0227040180
Cairo,Maadi,Hospital,Al-Rowad Hospital (Yasmine),All Specialties,Algeria St. - General Construction Sector - New Maadi,01200203111,02025256350
Cairo,Maadi,Hospital,Maadi Armed Forces Hospital,All Specialties,Nile Corniche Next to Supreme Constitutional Court,023585587,
Cairo,Maadi,Hospital,Al-Farouk Hospital,All Specialties,14 Nahda St. Maadi,0227036640,
Cairo,Maadi,Hospital,One Day Surgery Hospital - Basatin,All Specialties,5 Basatin Residences Behind Red Crescent School - Basatin,16850,
Cairo,Maadi,Specialized Clinics,Dawy Specialized Clinics,All Specialties except (Dental - Ophthalmology),From Tuesday to Thursday 50 m from El-Nasr St. In front of QNB Bank,01222222108,
Cairo,Maadi,Specialized Clinics,Platinum Specialized Clinics,All Specialties,Maadi Fursan City Maadi Ring Road Next to Ring Road Mall 21,1068110333,1002423549
Cairo,Maadi,Specialized Clinics,Maadi Care Specialized Clinics,All Specialties,17 151 St. Corner of Al-Horreya Sq. - Maadi,19505,
Cairo,Maadi,Specialized Hospital,Magrabi Eye Hospital,Eye Surgery,Rayhan Next to El-Morshedy,0227032015,0227025523
Cairo,Maadi,Specialized Hospital,Tabarak Hospital,Pediatrics,21 306 St. In front of Maadi Traffic Sakr Quraish,0227536922,0227536933
Cairo,Maadi,Specialized Center,Maadi Specialist Center,All Specialties,99 El-Nasr St. Al-Laselky Division,01000015004,
Cairo,Maadi,Specialized Center,Eye World Center,Eye Surgery,1 Damascus St. - Maadi,0225203302,01060002055
Cairo,Maadi,Specialized Center,Enaya Eye Center,Eye Surgery,Damascus St.,0225252050,01270804225
Cairo,Maadi,Specialized Center,Nile Oncology Center (Mohamed Mashhour),Oncology,Al-Laselky St. - 1/6 - 3rd Floor - Maadi,0225162473,01113053508
Cairo,Maadi,Specialized Center,Oncology Center (Dr. Mohamed Saad),Oncology,Building 1A - 220 St. 162 B - Off Misr Helwan Agri - Behind Maadi Military,01050993040,0105099504
Cairo,Maadi,Specialized Center,Golden Heart Cardiology Center,Cardiology and Vascular,Al-Laselky Division - 1/4 H 1 - El-Nasr St. - New Maadi,01061988484,
Cairo,Maadi,Specialized Center,Modern Life Center for Internal Medicine,Internal Medicine,9 Building Entrance North - Maadi,1222200616,
Cairo,Maadi,Specialized Center,ENT Clinic Center,ENT,Zahraa Maadi St. - Elite Tower - 3rd Floor - Clinic No. 3-17 m-et,1222200616,
Cairo,Maadi,Specialized Center,EGENT,ENT,1/6 Al-Laselky St. In front of Mashwiat El-Rayeq,01011654448,01123334400
Cairo,Maadi,Specialized Center,EGENT,ENT,Nile Badrawi Nile Corniche,01205077266,0225283965
Cairo,Maadi,Specialized Center,Clinica (ENT),ENT,57 Zahraa Maadi - New Maadi,01011090900,19251
Cairo,Maadi,Medical Center,Dr. Hossam Mansour,All Specialties,Metro Station Square Maadi - 7 St. - Rokn El-Maadi Building,01224709296,
Cairo,Maadi,Medical Center,Life Polyclinics,All Specialties,43 Algeria Sq. From El-Nasr St. - Awlad Ragab Building - Maadi,01272248003/01001861101,01272248004/022519901
Cairo,Maadi,Medical Center,Nile Heart Catheterization Center,All Specialties,1 Station St. 9 St. Maadi,15465,
Cairo,Maadi,Medical Center,Enaya Medical Center,All Specialties,5/8 Ahmed Abdel Azim Next to Star Bucks - Moamen Sq. El-Nasr St. 8,19600,
Cairo,Maadi,Medical Center,Clinic for Medical Services,All Specialties,Building 56/6 Fursan Buildings Behind Shooting Club Katameya Maadi,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,15 Al-Laselky St. - Basatin - Maadi,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,125 El-Nasr St. - 3rd Sector - New Maadi,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,23 El-Horreya Sq.,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,183 Ahmed Zaki Dar El-Salam,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,Shop 5 Building 16 - 233 St. - Degla Maadi,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,88 9th St. Maadi,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,257-256-255 St. Shop 5 - New Maadi In front of Grand Mall 1,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,2 Gezira Towers In front of Sadat Academy,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,45 El-Nasr St. - Algeria Sq.,19600,
Cairo,Maadi,Pharmacy,El Ezaby Pharmacy,Medications,Shop No. G - Ground Floor - Salam Maadi Tower Next to El-Salam International Hospital - 516 Nile Corniche - Maadi,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,Medications,Zahraa Maadi Entrance Rihana Maadi Building,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,Medications,22 El-Nasr St. Maadi,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,Medications,87 St. In front of Lycee El-Horreya School Maadi Sarayat,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,Medications,Palestine St. Bandar Mall,19110,
Cairo,Maadi,Pharmacy,Misr Pharmacies,Medications,Carrefour Maadi Side Maadi City El-Me'rag Maadi,01156595222,0223589829
Cairo,Maadi,Pharmacy,Dr. Yasmine Ali,Medications,Grand City Compound Abdel Hamid Nafe St. Corner of 68 Ahmed Zaki St. - Maadi 50,16171,
Cairo,Maadi,Radiology,Alpha Scan,Radiology,First of Corniche Next to El-Salam International Hospital,16171,
Cairo,Maadi,Radiology,Alpha Scan,Radiology,Block B 38 New Club St.,19656,
Cairo,Maadi,Radiology,Nile Radiology and Analysis (Radiology & Analysis),Radiology,9th St. Next to Maadi Metro Station El-Asriya Building,19911,maadi-bs@alborgscan.com
Cairo,Maadi,Radiology,Mega Scan,Radiology,30 Algeria St. Maadi,16593,1144405847
Cairo,Maadi,Radiology,Scan and Lab,Radiology,Villa 8 9th St. Maadi Near Maadi Barracks Metro Station,19911,Maadi@alborglab.com
Cairo,Maadi,Laboratory,Al-Borg Labs,Analysis,153 El-Horreya Sq. - Above Neama Shoes,19911,Maadi2@alborglab.com
Cairo,Maadi,Laboratory,Al-Borg Labs,Analysis,43 Algeria Sq. - Above Awlad Ragab,19911,Maadi03@alborglab.com
Cairo,Maadi,Laboratory,Al-Borg Labs,Analysis,15 Badr Towers Above Carrefour Ring Road Tunnel Next to Cleopatra Ceramics,19911,maadi4@alborglab.com
Cairo,Maadi,Laboratory,Al-Borg Labs,Analysis,100 9th St. Maadi - Above National Bank,19014,
Cairo,Maadi,Laboratory,Al Mokhtabar Labs,Analysis,4 El-Horreya Sq. 4,19014,
Cairo,Maadi,Laboratory,Al Mokhtabar Labs,Analysis,2/9 El-Nasr St. - Next to Benzene Mobil - From El-Horreya Sq. 4,19014,
Cairo,Maadi,Laboratory,Al Mokhtabar Labs,Analysis,Sama Administrative Tower Next to Sama Towers and El-Bank El-Ahly Hospital Ground Floor,19014,
Cairo,Maadi,Laboratory,Al Mokhtabar Labs,Analysis,10061 Next to El-Baron St. - El-Mearaj - Neighborhood 10 1st Floor,19014,
Cairo,Maadi,Laboratory,Al Mokhtabar Labs,Analysis,7 Nile Badrawi St. Next to Nile Badrawi Hospital 7,19014,
Cairo,Maadi,Laboratory,Al Mokhtabar Labs,Analysis,88 9th St. Maadi - Mokhtar Building - Next to Seoudi Supermarket,16064,
Cairo,Maadi,Laboratory,Royal Lab,Analysis,45 El-Nasr St. Algeria Sq. Above El-Ezaby Pharmacy,01067667224,
Cairo,Maadi,Laboratory,Al-Hekma Lab,Analysis,45 El-Nasr St. - Algeria Sq. Maadi Above El-Ezaby Pharmacy,19656,
Cairo,Maadi,Laboratory,Nile Radiology and Analysis (Analysis),Analysis,87 9th St. In front of Metro Station,19656,
Cairo,Maadi,Laboratory,Nile Radiology and Analysis (Analysis),Analysis,4/5 1st Floor Al-Laselky Division El-Nasr St. New Maadi/9,19962,
Cairo,Maadi,Laboratory,Cairo Lab,Analysis,1 Palestine St. Maadi,0227544723,
Cairo,Maadi,Laboratory,Al-Hayat Lab,Analysis,146 El-Nasr St. From Algeria Sq. Next to El-Baklawy,025161647,01224787704
Cairo,Maadi,Laboratory,Shams El-Din Lab,Analysis,19 El-Laselky St. - Maadi,0223599021,
Cairo,Maadi,Laboratory,Al-Shams Labs,Analysis,153 El-Horreya St. Next to El-Horreya Sq.,19445,
Cairo,Maadi,Laboratory,Al-Shams Labs,Analysis,7/1 Intersection of El-Nasr St. with Al-Laselky,16183,
Cairo,Maadi,Laboratory,Trust Lab,Analysis,1 Maadi Clinic - New Maadi - Maadi Corniche,19868,
Cairo,Maadi,Laboratory,Acculab,Analysis,254 St. Villa - 13 Degla,01271337618,
Cairo,Maadi,Laboratory,Town Lab,Analysis,42 Algeria Sq. - 3rd Floor - Above Awlad Ragab,15767,
Cairo,Maadi,Laboratory,Town Lab,Analysis,Elite Tower - Autostrad - Zahraa Maadi Entrance,19324,
Cairo,Maadi,Laboratory,Al-Ansari Lab,Analysis,149 El-Nasr St. - Algeria Sq. - 2nd Floor,1277778851,
Cairo,Maadi,Laboratory,Extra Lab,Analysis,124 The Criminal Investigation St. - 1st Floor - Inside Nidal Al-Gawaher Clinic - Above 3,16593,1144405847
Cairo,Maadi,Laboratory,Scan and Lab,Analysis,Villa 8 9th St. Maadi Near Maadi Barracks Metro Station,0100347811,01200631145
Cairo,Maadi,Doctor,Crystal Teeth Center,Dentist,34 9th St. In front of Alwan Library,01019994947,01023030160
Cairo,Maadi,Doctor,Crystal Teeth Center,Dentist,2/2 El-Saada St. smile up,01067256789,01022242333
Cairo,Maadi,Doctor,Nova Digital Clinic,Dentist,6055 El-Mearaj El-Olowy _ Carrefour Rd _ Zahraa Maadi,01001695023,0225201526
Cairo,Maadi,Doctor,Dr. Darren Selim Badawy,Dentist,2/8 El-Nasr St. Al-Laselky,01117635000,01200631145
Cairo,Maadi,Doctor,Dr. Mohamed Refaat Abdel Aal,Dentist,22 El-Zahab St. Maadi,554465400,
Cairo,Maadi,Doctor,Egyptian First Dental Center,Dentist,49 Algeria St. In front of Peugeot Showroom - Above Khair Zaman - Helwan,01027268370,1112521494
Cairo,Maadi,Doctor,Dr. Dalia Abdel Mawgoud Zarea,Dentist,45 Nile Corniche - Next to Jawharat El-Nile - Next to El-Salam International Hospital,01019675392,
Cairo,Maadi,Doctor,Dr. Khaled Abdel Sabour,Dentist,9 Algeria Sq. Laboire and El-Ezz Building Apt 106,0119673377,
Cairo,Maadi,Doctor,Smart Dental,Dentist,69 El-Hath El-Genaei St. New Maadi - Sakr Quraish,0119673377,
Cairo,Maadi,Doctor,Dental Center (Dr. Ramez Tadros),Dentist,10019 Lower Mearaj Plot Next to Total Benzene In front of El-Sharawy and Carrefour Ring Rd,01014844511,1501102307
Cairo,Maadi,Doctor,Dental Center (Dr. Ramez Tadros),Dentist,26 Hassan Desouki St.,1113889090,
Cairo,Maadi,Doctor,Mansour Ibrahim Abdel Fattah (Harez Center),Dentist,31 9th St. Next to Cinema Maadi,1140005578,227847999
Cairo,Maadi,Doctor,Dr. Ahmed Abdel Moneim,Dentist,El-Nasr St. Above Hardee's Restaurant 3rd Floor,1129283315,
Cairo,Maadi,Doctor,Al-Almas Clinic (Dr. Mohamed Nehmdo),Dentist,37 Andalus St. (Maadi),1229896783,
Cairo,Maadi,Doctor,Dr. Damanhour Fathy Ali (Abu El-Nour),Dentist,1/3 Al-Laselky Next to Maadi Hospital,1021030400,
Cairo,Maadi,Doctor,Inter Dental Clinic,Dentist,5 Autostrad St. Dawood Saad off Al-Laselky Division,23580844,23588497
Cairo,Maadi,Doctor,Elite Dental Center (Dr. Mohamed Ali),Dentist,10062 4th Floor Next to Benzene Next to B.Tech - Maadi,1270283525,
Cairo,Maadi,Doctor,Smile Dental Center (Dr. Wael Ahmed),Dentist,58 Misr Helwan Agri. St. In front of Zahraa Maadi Entrance,01023632361,
Cairo,Maadi,Doctor,Ghada El-Sayed Mostafa,Obstetrics and Gynecology,62 306 St. - In front of Sakr Quraish Mosque - Sakr Quraish,01009283422,
Cairo,Maadi,Doctor,Dr. Osama Ahmed Amin,Cardiology and Vascular,21 El-Nasr St. - Maadi 3rd Floor,01017014918,
Cairo,Maadi,Doctor,Dr. Moatasem Mohamed Samir,Cardiology and Vascular,23 New Maadi - Next to Classic Administrative Control,01027622444,01011155178
Cairo,Maadi,Doctor,Dr. Hesham Abdel Wahab Khalaf,Oncology Surgery,1/3 Al-Laselky St. - Above Nissan El-Sabaa Exhibition - In front of Smart Village,01065074040,01212000665
Cairo,Maadi,Doctor,Dr. Mohamed El-Sayed,General Surgery,6036 Maadi Corniche - Upper Mearaj - Maadi,01001422747,
Cairo,Maadi,Doctor,Dr. Wael Ibrahim Saber,General Surgery,Upper Mearaj - Next to National Bank,01015559272,
Cairo,Maadi,Doctor,Dr. Mahmoud Abdel Rasoul,General Surgery,29 Abdel Moneim Riad St. - In front of El-Horreya Fish - Arab Square,0225254868,01233490670
Cairo,Maadi,Doctor,Mahmoud Abdel Aziz,Orthopedic Surgery,9/2 Pizza Hut In front of Om Hassan Restaurant,01112442119,
